District,RentType,Area,Price,UnitPrice,HouseFloor,BuldFloor,ElevatorFlag,CommunityID,Geometry
BY,Whole,105,6500,61,H,28,1,553,"23 10m 39.8346s N, 113 19m 1.21181s E"
BY,Shared,11,1450,131,13,14,1,553,"23 10m 39.8346s N, 113 19m 1.21181s E"
BY,Whole,72,3600,50,M,7,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
BY,Whole,30,4000,133,L,9,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
BY,Whole,40,1700,42,H,8,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
BY,Whole,55,2200,40,H,8,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
BY,Whole,60,2800,46,M,8,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
BY,Whole,15,1500,100,L,8,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
BY,Whole,70,2700,38,H,8,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
BY,Whole,58,2700,46,L,8,0,60,"23 9m 51.8523s N, 113 15m 39.6723s E"
PY,Whole,117,3100,26,M,16,1,2109,"22 55m 43.7737s N, 113 21m 45.9318s E"
HP,Whole,51,4000,78,M,22,1,632,"23 5m 54.9336s N, 113 27m 48.5111s E"
HP,Whole,51,3300,64,L,22,1,632,"23 5m 54.9336s N, 113 27m 48.5111s E"
HP,Whole,92,9200,100,M,26,1,632,"23 5m 54.9336s N, 113 27m 48.5111s E"
HP,Whole,34,3000,88,H,22,1,632,"23 5m 54.9336s N, 113 27m 48.5111s E"
HP,Whole,39,3000,76,H,22,1,632,"23 5m 54.9336s N, 113 27m 48.5111s E"
HP,Whole,66,4500,68,H,22,1,632,"23 5m 54.9336s N, 113 27m 48.5111s E"
PY,Whole,143,8500,59,L,1,0,2111,"23 0m 6.6601s N, 113 20m 18.1951s E"
PY,Whole,80,2500,31,M,6,0,2112,"22 55m 22.6971s N, 113 21m 29.3417s E"
HZ,Whole,95,5800,61,M,17,1,92,"23 5m 20.7552s N, 113 15m 16.9011s E"
HZ,Whole,40,3600,90,M,17,1,92,"23 5m 20.7552s N, 113 15m 16.9011s E"
HZ,Whole,38,3600,94,M,17,1,92,"23 5m 20.7552s N, 113 15m 16.9011s E"
HZ,Whole,15,1600,106,L,9,0,1222,"23 6m 12.964s N, 113 15m 25.164s E"
HZ,Whole,50,2300,46,M,9,0,1222,"23 6m 12.964s N, 113 15m 25.164s E"
TH,Whole,60,3600,60,M,10,0,2115,"23 7m 16.6474s N, 113 22m 4.86198s E"
TH,Whole,63,3500,55,H,9,0,2116,"23 7m 26.5231s N, 113 22m 1.07925s E"
TH,Whole,80,4500,56,M,9,0,2116,"23 7m 26.5231s N, 113 22m 1.07925s E"
NS,Whole,64,2800,43,L,20,1,2117,"22 48m 18.3134s N, 113 30m 57.582s E"
NS,Whole,65,3000,46,M,20,1,2117,"22 48m 18.3134s N, 113 30m 57.582s E"
NS,Whole,64,1200,18,L,20,1,2117,"22 48m 18.3134s N, 113 30m 57.582s E"
NS,Whole,64,1200,18,M,20,1,2117,"22 48m 18.3134s N, 113 30m 57.582s E"
NS,Whole,64,1800,28,H,20,1,2117,"22 48m 18.3134s N, 113 30m 57.582s E"
YX,Whole,43,3600,83,M,8,0,2118,"23 8m 9.16495s N, 113 16m 44.552s E"
YX,Whole,56,4000,71,M,30,1,19,"23 8m 39.2213s N, 113 16m 50.2706s E"
YX,Whole,70,4500,64,H,30,1,19,"23 8m 39.2213s N, 113 16m 50.2706s E"
TH,Whole,121,8800,72,M,38,1,236,"23 8m 28.5957s N, 113 19m 51.1906s E"
TH,Whole,92,6200,67,M,28,1,236,"23 8m 28.5957s N, 113 19m 51.1906s E"
TH,Whole,60,4000,66,M,28,1,236,"23 8m 28.5957s N, 113 19m 51.1906s E"
TH,Whole,127,13000,102,H,33,1,2121,"23 7m 39.1395s N, 113 18m 54.7103s E"
TH,Whole,36,2700,75,M,14,1,2122,"23 7m 13.4022s N, 113 19m 8.51897s E"
TH,Whole,30,3000,100,L,14,1,2122,"23 7m 13.4022s N, 113 19m 8.51897s E"
TH,Whole,37,2500,67,L,14,1,2122,"23 7m 13.4022s N, 113 19m 8.51897s E"
TH,Whole,36,2800,77,M,14,1,2122,"23 7m 13.4022s N, 113 19m 8.51897s E"
TH,Whole,97,4500,46,M,12,1,2123,"23 7m 8.25441s N, 113 23m 54.8258s E"
ZC,Whole,82,1700,20,M,7,0,565,"23 7m 3.13795s N, 113 36m 24.3787s E"
ZC,Whole,37,850,22,M,7,0,565,"23 7m 3.13795s N, 113 36m 24.3787s E"
YX,Shared,68,4000,58,M,9,0,174,"23 7m 41.9992s N, 113 16m 54.6501s E"
YX,Whole,37,3500,94,L,9,0,174,"23 7m 41.9992s N, 113 16m 54.6501s E"
YX,Whole,50,3500,70,H,9,0,174,"23 7m 41.9992s N, 113 16m 54.6501s E"
YX,Whole,76,5500,72,M,9,0,174,"23 7m 41.9992s N, 113 16m 54.6501s E"
YX,Whole,67,4200,62,H,9,0,174,"23 7m 41.9992s N, 113 16m 54.6501s E"
TH,Whole,80,3500,43,H,12,1,1205,"23 7m 8.15186s N, 113 24m 48.3089s E"
TH,Whole,85,4000,47,H,12,1,1205,"23 7m 8.15186s N, 113 24m 48.3089s E"
TH,Whole,96,3600,37,L,12,1,1205,"23 7m 8.15186s N, 113 24m 48.3089s E"
TH,Whole,72,3800,52,M,12,1,1205,"23 7m 8.15186s N, 113 24m 48.3089s E"
TH,Whole,97,3480,35,12,12,1,1205,"23 7m 8.15186s N, 113 24m 48.3089s E"
TH,Whole,79,4500,56,M,18,1,1205,"23 7m 8.15186s N, 113 24m 48.3089s E"
PY,Whole,91,4800,52,M,18,1,291,"22 59m 52.5973s N, 113 20m 4.85255s E"
PY,Whole,91,4500,49,L,23,1,291,"22 59m 52.5973s N, 113 20m 4.85255s E"
PY,Whole,91,4800,52,M,20,1,291,"22 59m 52.5973s N, 113 20m 4.85255s E"
PY,Whole,91,5200,57,M,21,1,291,"22 59m 52.5973s N, 113 20m 4.85255s E"
PY,Whole,90,4800,53,M,21,1,291,"22 59m 52.5973s N, 113 20m 4.85255s E"
HZ,Whole,135,16000,118,M,29,1,696,"23 6m 12.4467s N, 113 22m 31.7366s E"
HZ,Whole,68,7200,105,H,34,1,696,"23 6m 12.4467s N, 113 22m 31.7366s E"
HZ,Whole,110,9500,86,H,38,1,696,"23 6m 12.4467s N, 113 22m 31.7366s E"
HZ,Whole,37,5300,143,H,10,1,696,"23 6m 12.4467s N, 113 22m 31.7366s E"
TH,Whole,93,4800,51,L,10,1,1354,"23 9m 41.583s N, 113 19m 31.9724s E"
TH,Whole,40,2300,57,M,9,1,1354,"23 9m 41.583s N, 113 19m 31.9724s E"
PY,Whole,56,4300,76,L,30,1,2130,"22 56m 11.545s N, 113 21m 47.2168s E"
PY,Whole,58,4500,77,H,30,1,2130,"22 56m 11.545s N, 113 21m 47.2168s E"
HZ,Whole,70,3600,51,L,17,1,2131,"23 4m 12.1173s N, 113 17m 37.686s E"
HZ,Whole,95,4600,48,L,11,1,2131,"23 4m 12.1173s N, 113 17m 37.686s E"
HZ,Whole,95,5500,57,M,11,1,2131,"23 4m 12.1173s N, 113 17m 37.686s E"
TH,Whole,40,4200,105,H,29,1,653,"23 8m 26.9001s N, 113 18m 32.546s E"
TH,Whole,65,5300,81,M,29,1,653,"23 8m 26.9001s N, 113 18m 32.546s E"
TH,Whole,39,3500,89,M,29,1,653,"23 8m 26.9001s N, 113 18m 32.546s E"
TH,Whole,37,3500,94,M,29,1,653,"23 8m 26.9001s N, 113 18m 32.546s E"
TH,Whole,40,3400,85,L,29,1,653,"23 8m 26.9001s N, 113 18m 32.546s E"
PY,Whole,133,5000,37,L,3,0,524,"23 3m 1.9891s N, 113 17m 50.4745s E"
PY,Whole,167,7000,41,H,11,1,524,"23 3m 1.9891s N, 113 17m 50.4745s E"
HZ,Shared,65,1800,27,M,9,0,2134,"23 6m 19.9731s N, 113 17m 57.9399s E"
HP,Whole,85,2579,30,M,33,0,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,95,3097,32,H,33,1,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,95,2000,21,M,33,1,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,95,2000,21,M,33,1,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,95,2000,21,M,33,1,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,87,2500,28,M,33,1,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,95,2800,29,H,33,0,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,87,2400,27,L,33,0,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
HP,Whole,97,2600,26,M,24,0,313,"23 20m 1.4119s N, 113 32m 6.71056s E"
LW,Whole,125,7300,58,M,26,1,2136,"23 4m 11.5003s N, 113 14m 13.6103s E"
LW,Whole,128,5500,42,L,26,1,2136,"23 4m 11.5003s N, 113 14m 13.6103s E"
LW,Whole,101,5200,51,H,25,1,2136,"23 4m 11.5003s N, 113 14m 13.6103s E"
HZ,Whole,88,5300,60,H,32,1,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
HZ,Whole,69,4200,60,L,24,1,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
HZ,Whole,89,5300,59,H,28,1,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
HZ,Whole,35,3300,94,H,32,1,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
HZ,Whole,37,3500,94,L,32,1,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
HZ,Whole,72,4300,59,L,28,1,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
HZ,Whole,75,4400,58,L,28,1,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
HZ,Whole,87,3300,37,M,9,0,434,"23 4m 15.9068s N, 113 17m 37.5096s E"
LW,Whole,80,3500,43,L,11,1,536,"23 5m 51.515s N, 113 13m 33.8855s E"
LW,Whole,54,1900,35,H,9,0,536,"23 5m 51.515s N, 113 13m 33.8855s E"
LW,Whole,55,3500,63,M,9,1,536,"23 5m 51.515s N, 113 13m 33.8855s E"
BY,Whole,25,1800,72,L,3,0,2139,"23 11m 47.8432s N, 113 19m 10.3865s E"
BY,Whole,25,1600,64,H,3,0,2139,"23 11m 47.8432s N, 113 19m 10.3865s E"
BY,Whole,25,1600,64,L,3,0,2139,"23 11m 47.8432s N, 113 19m 10.3865s E"
HZ,Whole,60,3000,50,H,4,0,2140,"23 5m 24.6475s N, 113 16m 44.4947s E"
YX,Whole,124,5000,40,H,2,0,1080,"23 7m 31.2167s N, 113 16m 4.8432s E"
YX,Whole,40,3000,75,H,7,0,1080,"23 7m 31.2167s N, 113 16m 4.8432s E"
PY,Whole,43,2600,60,M,18,1,535,"22 59m 29.6132s N, 113 20m 34.2544s E"
PY,Shared,13,1390,106,2,18,1,535,"22 59m 29.6132s N, 113 20m 34.2544s E"
PY,Shared,10,1490,149,10,18,1,535,"22 59m 29.6132s N, 113 20m 34.2544s E"
PY,Whole,112,4000,35,L,11,1,535,"22 59m 29.6132s N, 113 20m 34.2544s E"
TH,Whole,50,4500,90,H,23,1,2143,"23 8m 58.7698s N, 113 18m 6.91312s E"
ZC,Whole,103,2500,24,L,24,1,2144,"23 7m 47.8235s N, 113 35m 58.8983s E"
ZC,Whole,133,2500,18,H,24,1,2144,"23 7m 47.8235s N, 113 35m 58.8983s E"
ZC,Whole,86,2000,23,M,24,1,2144,"23 7m 47.8235s N, 113 35m 58.8983s E"
ZC,Whole,74,1700,22,M,18,1,2144,"23 7m 47.8235s N, 113 35m 58.8983s E"
ZC,Whole,134,2200,16,L,24,1,2144,"23 7m 47.8235s N, 113 35m 58.8983s E"
ZC,Whole,113,2200,19,H,18,1,2144,"23 7m 47.8235s N, 113 35m 58.8983s E"
ZC,Whole,76,1700,22,H,18,1,2144,"23 7m 47.8235s N, 113 35m 58.8983s E"
ZC,Whole,90,1800,20,M,26,1,2145,"23 7m 5.162s N, 113 36m 48.6966s E"
HZ,Whole,60,3000,50,M,9,0,2146,"23 5m 8.50251s N, 113 16m 35.9916s E"
HZ,Whole,48,5800,120,H,21,1,195,"23 5m 7.05547s N, 113 16m 24.768s E"
HZ,Whole,48,6000,125,H,21,1,195,"23 5m 7.05547s N, 113 16m 24.768s E"
HZ,Whole,73,8500,116,M,21,1,195,"23 5m 7.05547s N, 113 16m 24.768s E"
HZ,Whole,48,5500,114,H,21,1,195,"23 5m 7.05547s N, 113 16m 24.768s E"
HZ,Whole,48,5500,114,H,21,1,195,"23 5m 7.05547s N, 113 16m 24.768s E"
ZC,Whole,260,10000,38,L,2,0,2148,"23 8m 46.7793s N, 113 35m 4.14522s E"
HP,Whole,60,4500,75,M,53,1,1071,"23 5m 57.384s N, 113 25m 44.18s E"
HP,Whole,60,4200,70,M,53,1,1071,"23 5m 57.384s N, 113 25m 44.18s E"
HP,Whole,60,4400,73,M,53,1,1071,"23 5m 57.384s N, 113 25m 44.18s E"
HP,Whole,60,3800,63,M,53,1,1071,"23 5m 57.384s N, 113 25m 44.18s E"
LW,Whole,66,4100,62,M,31,1,1111,"23 9m 28.418s N, 113 14m 4.15269s E"
LW,Whole,74,3500,47,M,31,1,1111,"23 9m 28.418s N, 113 14m 4.15269s E"
LW,Whole,83,4200,50,M,28,1,1111,"23 9m 28.418s N, 113 14m 4.15269s E"
HD,Whole,108,1200,11,M,8,0,2151,"23 23m 53.2187s N, 113 11m 56.1527s E"
HP,Whole,144,6000,41,H,10,1,2152,"23 5m 41.8249s N, 113 23m 31.6312s E"
LW,Whole,72,5000,69,L,8,0,2153,"23 8m 26.9172s N, 113 14m 16.395s E"
YX,Whole,18,1000,55,M,4,0,440,"23 7m 54.521s N, 113 15m 11.2762s E"
YX,Whole,35,2400,68,M,7,0,440,"23 7m 54.521s N, 113 15m 11.2762s E"
YX,Whole,60,4500,75,H,9,0,440,"23 7m 54.521s N, 113 15m 11.2762s E"
TH,Whole,91,4500,49,H,20,1,1004,"23 7m 37.9795s N, 113 21m 20.5798s E"
HD,Whole,150,1300,8,M,9,0,2156,"23 24m 7.15443s N, 113 12m 23.5172s E"
LW,Whole,52,3000,57,H,30,1,39,"23 4m 16.2244s N, 113 13m 39.3538s E"
LW,Whole,57,2700,47,H,30,1,39,"23 4m 16.2244s N, 113 13m 39.3538s E"
LW,Whole,57,2700,47,H,30,1,39,"23 4m 16.2244s N, 113 13m 39.3538s E"
HP,Whole,143,7000,48,L,4,0,2158,"23 11m 13.2442s N, 113 26m 41.7696s E"
HP,Whole,95,5500,57,M,12,1,2158,"23 11m 13.2442s N, 113 26m 41.7696s E"
NS,Whole,58,1500,25,M,19,1,2159,"22 47m 54.7551s N, 113 32m 17.1038s E"
PY,Whole,80,1700,21,M,8,0,2160,"23 23m 39.1688s N, 113 11m 55.3063s E"
PY,Whole,112,2900,25,M,25,1,377,"23 2m 39.3578s N, 113 15m 7.84564s E"
PY,Whole,97,3200,32,L,25,1,377,"23 2m 39.3578s N, 113 15m 7.84564s E"
PY,Whole,95,3800,40,H,31,1,377,"23 2m 39.3578s N, 113 15m 7.84564s E"
YX,Whole,40,2800,70,M,8,1,2162,"23 9m 52.8757s N, 113 14m 33.0261s E"
YX,Whole,40,2700,67,M,8,1,2162,"23 9m 52.8757s N, 113 14m 33.0261s E"
YX,Whole,89,5000,56,H,30,1,2163,"23 7m 52.9573s N, 113 18m 18.7146s E"
YX,Whole,119,6500,54,H,30,1,2163,"23 7m 52.9573s N, 113 18m 18.7146s E"
BY,Whole,41,2600,63,H,8,1,2164,"23 12m 37.0189s N, 113 19m 20.3169s E"
BY,Whole,36,2300,63,M,8,1,2164,"23 12m 37.0189s N, 113 19m 20.3169s E"
BY,Whole,36,2500,69,M,8,1,2164,"23 12m 37.0189s N, 113 19m 20.3169s E"
BY,Whole,40,2600,65,M,8,1,2164,"23 12m 37.0189s N, 113 19m 20.3169s E"
CH,Whole,94,2200,23,L,15,1,2165,"23 31m 56.5804s N, 113 35m 3.76852s E"
HP,Shared,13,1530,117,27,33,0,831,"23 6m 51.8578s N, 113 26m 51.7964s E"
HP,Whole,80,3600,45,M,33,1,831,"23 6m 51.8578s N, 113 26m 51.7964s E"
HP,Whole,80,3800,47,M,33,1,831,"23 6m 51.8578s N, 113 26m 51.7964s E"
HP,Whole,80,3500,43,H,33,1,831,"23 6m 51.8578s N, 113 26m 51.7964s E"
HZ,Whole,65,4500,69,M,8,0,389,"23 5m 52.2782s N, 113 19m 7.93166s E"
HZ,Whole,57,4000,70,M,8,0,389,"23 5m 52.2782s N, 113 19m 7.93166s E"
HZ,Whole,67,3800,56,M,9,0,389,"23 5m 52.2782s N, 113 19m 7.93166s E"
TH,Whole,45,2200,48,L,9,0,2169,"23 8m 49.143s N, 113 18m 9.44357s E"
PY,Whole,109,2800,25,M,6,0,2170,"22 54m 53.5753s N, 113 20m 47.9377s E"
PY,Whole,87,2500,28,L,6,0,2170,"22 54m 53.5753s N, 113 20m 47.9377s E"
BY,Whole,50,1400,28,H,9,0,267,"23 10m 4.45963s N, 113 15m 58.0018s E"
BY,Whole,76,3000,39,L,9,0,267,"23 10m 4.45963s N, 113 15m 58.0018s E"
BY,Whole,30,2300,76,L,9,0,267,"23 10m 4.45963s N, 113 15m 58.0018s E"
BY,Whole,52,2600,50,M,9,0,267,"23 10m 4.45963s N, 113 15m 58.0018s E"
BY,Whole,30,2300,76,L,9,0,267,"23 10m 4.45963s N, 113 15m 58.0018s E"
BY,Whole,54,2200,40,H,9,0,267,"23 10m 4.45963s N, 113 15m 58.0018s E"
TH,Whole,100,7200,72,M,40,1,741,"23 6m 58.8852s N, 113 19m 46.6485s E"
PY,Shared,14,1190,85,6,7,0,672,"22 57m 57.4994s N, 113 28m 58.3511s E"
PY,Whole,72,2800,38,M,7,0,672,"22 57m 57.4994s N, 113 28m 58.3511s E"
PY,Shared,38,2000,52,M,7,0,672,"22 57m 57.4994s N, 113 28m 58.3511s E"
PY,Shared,23,1900,82,M,7,0,672,"22 57m 57.4994s N, 113 28m 58.3511s E"
PY,Shared,38,2000,52,M,7,0,672,"22 57m 57.4994s N, 113 28m 58.3511s E"
PY,Whole,100,3000,30,M,7,0,672,"22 57m 57.4994s N, 113 28m 58.3511s E"
PY,Whole,90,3200,35,L,7,0,672,"22 57m 57.4994s N, 113 28m 58.3511s E"
PY,Whole,58,2000,34,M,7,0,2174,"22 57m 31.6976s N, 113 25m 42.4733s E"
PY,Whole,88,5300,60,L,32,1,2175,"23 1m 57.6605s N, 113 18m 24.8075s E"
TH,Whole,69,7000,101,H,24,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,45,4200,93,H,31,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,53,5000,94,L,31,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,50,3420,68,19,24,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,40,4500,112,M,31,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,52,3900,75,H,31,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,40,3649,91,18,25,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,70,6000,85,H,24,1,948,"23 8m 47.224s N, 113 19m 29.3679s E"
TH,Whole,89,4500,50,H,18,1,1402,"23 12m 48.2929s N, 113 21m 34.8199s E"
BY,Shared,15,1500,100,14,23,1,1195,"23 11m 39.5655s N, 113 19m 22.1853s E"
BY,Whole,90,5500,61,H,23,1,1195,"23 11m 39.5655s N, 113 19m 22.1853s E"
BY,Whole,78,4500,57,H,23,1,1195,"23 11m 39.5655s N, 113 19m 22.1853s E"
BY,Whole,52,4500,86,M,18,1,1195,"23 11m 39.5655s N, 113 19m 22.1853s E"
BY,Whole,52,4500,86,M,18,1,1195,"23 11m 39.5655s N, 113 19m 22.1853s E"
BY,Whole,77,4700,61,L,23,1,1195,"23 11m 39.5655s N, 113 19m 22.1853s E"
BY,Whole,53,5000,94,H,18,1,1195,"23 11m 39.5655s N, 113 19m 22.1853s E"
BY,Shared,23,1500,65,26,27,1,2179,"23 10m 44.9245s N, 113 19m 53.6423s E"
YX,Shared,12,2860,238,14,30,1,2180,"23 8m 25.4597s N, 113 18m 18.5939s E"
TH,Shared,15,2290,152,15,30,1,14,"23 8m 15.4692s N, 113 18m 43.588s E"
TH,Shared,13,2360,181,4,30,1,14,"23 8m 15.4692s N, 113 18m 43.588s E"
TH,Shared,8,1590,198,8,30,1,14,"23 8m 15.4692s N, 113 18m 43.588s E"
BY,Shared,8,1250,156,4,11,1,2182,"23 10m 43.7481s N, 113 19m 6.03297s E"
BY,Whole,165,8300,50,M,18,1,2182,"23 10m 43.7481s N, 113 19m 6.03297s E"
LW,Shared,7,1330,190,23,40,1,1456,"23 8m 1.62581s N, 113 13m 7.09986s E"
LW,Whole,92,4676,50,4,26,1,514,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,92,5100,55,L,26,1,514,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,93,5800,62,17,26,1,514,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,113,5200,46,M,26,1,514,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Whole,113,5200,46,M,26,1,514,"23 7m 48.6389s N, 113 14m 15.6269s E"
LW,Shared,8,1330,166,6,9,1,4,"23 7m 56.8195s N, 113 13m 57.8302s E"
LW,Whole,45,3000,66,L,9,0,4,"23 7m 56.8195s N, 113 13m 57.8302s E"
HZ,Whole,108,5000,46,M,11,1,31,"23 5m 3.77439s N, 113 19m 17.3334s E"
HZ,Shared,16,2090,130,22,23,1,31,"23 5m 3.77439s N, 113 19m 17.3334s E"
TH,Whole,57,4125,72,47,50,0,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
TH,Whole,75,4720,62,4,50,1,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
TH,Whole,57,5500,96,H,38,0,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
TH,Whole,57,4400,77,38,50,0,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
TH,Whole,55,4400,80,47,50,1,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
TH,Whole,75,4700,62,4,31,1,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
TH,Whole,53,3500,66,10,50,0,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
TH,Whole,80,5200,65,6,22,1,1380,"23 9m 1.24246s N, 113 19m 11.2242s E"
LW,Shared,15,1860,124,15,28,0,1398,"23 8m 7.63272s N, 113 13m 25.492s E"
LW,Whole,98,5000,51,M,28,1,1398,"23 8m 7.63272s N, 113 13m 25.492s E"
PY,Whole,50,3800,76,M,12,1,2189,"22 57m 35.2094s N, 113 21m 16.7682s E"
TH,Whole,75,3825,51,5,33,1,359,"23 7m 36.37s N, 113 20m 45.2485s E"
TH,Whole,48,3800,79,L,33,1,359,"23 7m 36.37s N, 113 20m 45.2485s E"
TH,Whole,66,4500,68,M,33,1,359,"23 7m 36.37s N, 113 20m 45.2485s E"
TH,Whole,48,3500,72,H,33,1,359,"23 7m 36.37s N, 113 20m 45.2485s E"
TH,Whole,46,4300,93,M,33,1,359,"23 7m 36.37s N, 113 20m 45.2485s E"
TH,Whole,46,3300,71,H,33,1,359,"23 7m 36.37s N, 113 20m 45.2485s E"
TH,Whole,75,4800,64,H,33,1,359,"23 7m 36.37s N, 113 20m 45.2485s E"
HZ,Whole,83,4700,56,H,16,1,414,"23 4m 4.62329s N, 113 16m 4.23833s E"
HZ,Whole,95,4500,47,L,21,1,414,"23 4m 4.62329s N, 113 16m 4.23833s E"
HZ,Whole,95,4500,47,H,21,1,414,"23 4m 4.62329s N, 113 16m 4.23833s E"
HZ,Whole,47,2800,59,H,21,1,414,"23 4m 4.62329s N, 113 16m 4.23833s E"
HZ,Whole,40,2500,62,H,21,1,414,"23 4m 4.62329s N, 113 16m 4.23833s E"
HZ,Whole,38,2200,57,3,21,1,414,"23 4m 4.62329s N, 113 16m 4.23833s E"
TH,Whole,33,3450,104,10,25,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,43,5500,127,M,22,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,33,4200,127,M,32,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,40,5200,130,M,22,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,55,7000,127,H,22,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,42,5200,123,M,22,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,28,3700,132,M,32,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,35,3760,107,23,30,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,50,3901,78,23,30,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,35,3730,106,23,31,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,45,3818,84,8,30,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,33,3700,112,8,22,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
TH,Whole,38,5700,150,H,22,1,973,"23 7m 26.0743s N, 113 19m 32.3373s E"
LW,Shared,10,1790,179,10,30,1,2193,"23 7m 25.8823s N, 113 14m 2.99031s E"
LW,Shared,25,2490,99,28,30,1,2193,"23 7m 25.8823s N, 113 14m 2.99031s E"
LW,Whole,125,6500,52,L,24,1,839,"23 7m 34.6639s N, 113 13m 58.9015s E"
PY,Whole,68,2100,30,H,5,0,2195,"22 59m 29.6132s N, 113 20m 34.2544s E"
PY,Whole,111,3000,27,M,5,0,2195,"22 59m 29.6132s N, 113 20m 34.2544s E"
PY,Whole,93,2600,27,M,5,0,2195,"22 59m 29.6132s N, 113 20m 34.2544s E"
PY,Whole,93,2800,30,M,5,0,2195,"22 59m 29.6132s N, 113 20m 34.2544s E"
PY,Whole,234,12000,51,H,10,1,2196,"22 59m 54.2312s N, 113 19m 55.242s E"
PY,Whole,115,5000,43,M,11,1,2196,"22 59m 54.2312s N, 113 19m 55.242s E"
PY,Whole,117,5500,47,M,11,1,2196,"22 59m 54.2312s N, 113 19m 55.242s E"
PY,Whole,85,4800,56,M,11,1,2196,"22 59m 54.2312s N, 113 19m 55.242s E"
PY,Whole,96,5000,52,M,11,1,2196,"22 59m 54.2312s N, 113 19m 55.242s E"
BY,Whole,70,4800,68,M,11,1,1262,"23 12m 53.9459s N, 113 16m 46.1689s E"
BY,Whole,67,3800,56,M,10,1,1262,"23 12m 53.9459s N, 113 16m 46.1689s E"
TH,Whole,62,2800,45,M,12,1,857,"23 7m 33.2276s N, 113 24m 0.58388s E"
TH,Whole,230,10000,43,H,12,1,857,"23 7m 33.2276s N, 113 24m 0.58388s E"
TH,Whole,60,3300,55,H,12,1,857,"23 7m 33.2276s N, 113 24m 0.58388s E"
TH,Whole,46,3200,69,M,19,1,857,"23 7m 33.2276s N, 113 24m 0.58388s E"
ZC,Whole,85,1500,17,M,24,1,1244,"23 13m 40.9516s N, 113 48m 43.9994s E"
PY,Shared,20,1790,89,4,11,0,769,"23 1m 46.946s N, 113 17m 41.6421s E"
PY,Whole,84,3700,44,H,11,1,769,"23 1m 46.946s N, 113 17m 41.6421s E"
PY,Whole,173,5000,28,M,11,1,769,"23 1m 46.946s N, 113 17m 41.6421s E"
